ISO,country,region,geo,lat,lon,world_region,MPI
BFA,Burkina Faso,Est,"(12.4365526, 0.9056623)",12.4365526,0.9056623,Sub-Saharan Africa,0.698
BFA,Burkina Faso,Hauts basins,"(11.4942003, -4.2333355)",11.4942003,-4.2333355,Sub-Saharan Africa,0.459
BFA,Burkina Faso,Plateau central,"(12.2537648, -0.7532808999999999)",12.2537648,-0.7532809,Sub-Saharan Africa,0.524
BFA,Burkina Faso,Sahel,"(14.1000865, -0.1494988)",14.1000865,-0.1494988,Sub-Saharan Africa,0.69
BFA,Burkina Faso,Sud-ouest,"(10.4231493, -3.2583626)",10.4231493,-3.2583626,Sub-Saharan Africa,0.655
BGD,Bangladesh,Barisal,"(22.7029212, 90.3465971)",22.7029212,90.3465971,South Asia,0.224
BGD,Bangladesh,Chittagong,"(22.3475365, 91.8123324)",22.3475365,91.8123324,South Asia,0.186
BGD,Bangladesh,Dhaka,"(23.810332, 90.4125181)",23.810332,90.4125181,South Asia,0.174
BGD,Bangladesh,Khulna,"(22.845641, 89.5403279)",22.845641,89.5403279,South Asia,0.156
BGD,Bangladesh,Rajshahi,"(24.3635886, 88.62413509999999)",24.3635886,88.6241351,South Asia,0.192
BGD,Bangladesh,Rangpur,"(25.7438916, 89.275227)",25.7438916,89.275227,South Asia,0.206
BGD,Bangladesh,Sylhet,"(24.904539, 91.8611011)",24.904539,91.8611011,South Asia,0.32
BLZ,Belize,Corozal,"(18.4030802, -88.3967536)",18.4030802,-88.3967536,Latin America and Caribbean,0.026
BLZ,Belize,Orange Walk,"(18.0842472, -88.5710266)",18.0842472,-88.5710266,Latin America and Caribbean,0.019
BLZ,Belize,Belize (excluding Belize City South Side),"(30.7326622, 31.7195459)",30.7326622,31.7195459,Latin America and Caribbean,0.005
BLZ,Belize,Stann Creek,"(16.8116631, -88.4016041)",16.8116631,-88.4016041,Latin America and Caribbean,0.013
BLZ,Belize,Toledo,"(16.2491923, -88.86469799999999)",16.2491923,-88.864698,Latin America and Caribbean,0.019
BLZ,Belize,Cayo,"(17.0984445, -88.94138650000001)",17.0984445,-88.9413865,Latin America and Caribbean,0.054
BLZ,Belize,Belize City South Side,"(17.4891317, -88.188656)",17.4891317,-88.188656,Latin America and Caribbean,0.005
BOL,"Bolivia, Plurinational State of",Chuquisaca,"(-20.0249144, -64.1478236)",-20.0249144,-64.1478236,Latin America and Caribbean,0.145
BOL,"Bolivia, Plurinational State of",La Paz,"(-16.489689, -68.11929359999999)",-16.489689,-68.1192936,Latin America and Caribbean,0.077
BOL,"Bolivia, Plurinational State of",Cochabamba,"(-17.4139766, -66.1653224)",-17.4139766,-66.1653224,Latin America and Caribbean,0.105
BOL,"Bolivia, Plurinational State of",Oruro,"(26.9373041, 90.4879916)",26.9373041,90.4879916,Latin America and Caribbean,0.073
BOL,"Bolivia, Plurinational State of",Tarija,"(-21.5213825, -64.7280952)",-21.5213825,-64.7280952,Latin America and Caribbean,0.081
BOL,"Bolivia, Plurinational State of",Santa Cruz,"(-17.8145819, -63.1560853)",-17.8145819,-63.1560853,Latin America and Caribbean,0.043
BOL,"Bolivia, Plurinational State of",Beni,"(-14.3782747, -65.0957792)",-14.3782747,-65.0957792,Latin America and Caribbean,0.099
BOL,"Bolivia, Plurinational State of",Pando,"(-10.7988901, -66.9988011)",-10.7988901,-66.9988011,Latin America and Caribbean,0.087
BRA,Brazil,Acre,"(-9.0237964, -70.81199529999999)",-9.0237964,-70.8119953,Latin America and Caribbean,0.072
BRA,Brazil,Alagoas,"(-9.5713058, -36.7819505)",-9.5713058,-36.7819505,Latin America and Caribbean,0.042
BRA,Brazil,Amazonas,"(-3.4168427, -65.8560646)",-3.4168427,-65.8560646,Latin America and Caribbean,0.044
BRA,Brazil,Bahia,"(-12.579738, -41.7007272)",-12.579738,-41.7007272,Latin America and Caribbean,0.029
BRA,Brazil,Cearð,"(-21.3223397, -46.36941789999999)",-21.3223397,-46.3694179,Latin America and Caribbean,0.029
BRA,Brazil,Distrito Federal,"(-15.7997654, -47.8644715)",-15.7997654,-47.8644715,Latin America and Caribbean,0.008
BRA,Brazil,Maranhðo,"(-8.722408399999999, 125.5712576)",-8.7224084,125.5712576,Latin America and Caribbean,0.046
BRA,Brazil,Mato Grosso,"(-12.6818712, -56.921099)",-12.6818712,-56.921099,Latin America and Caribbean,0.019
BRA,Brazil,Mato Grosso do Sul,"(-20.7722295, -54.7851531)",-20.7722295,-54.7851531,Latin America and Caribbean,0.019
BRA,Brazil,Minas Gerais,"(-18.512178, -44.5550308)",-18.512178,-44.5550308,Latin America and Caribbean,0.021
BRA,Brazil,Pernambuco,"(-8.8137173, -36.954107)",-8.8137173,-36.954107,Latin America and Caribbean,0.027
BRA,Brazil,Rio Grande do Norte,"(-5.402580299999999, -36.954107)",-5.4025803,-36.954107,Latin America and Caribbean,0.03
BRA,Brazil,Rio Grande do Sul,"(-30.0346316, -51.2176986)",-30.0346316,-51.2176986,Latin America and Caribbean,0.012
BRA,Brazil,Rio de Janeiro,"(-22.9068467, -43.1728965)",-22.9068467,-43.1728965,Latin America and Caribbean,0.011
BRA,Brazil,Rondðnia,"(-17.8251657, 31.03351)",-17.8251657,31.03351,Latin America and Caribbean,0.024
BRA,Brazil,Roraima,"(2.7375971, -62.0750998)",2.7375971,-62.0750998,Latin America and Caribbean,0.029
BRA,Brazil,Santa Catarina,"(-27.2423392, -50.2188556)",-27.2423392,-50.2188556,Latin America and Caribbean,0.019
BRA,Brazil,Sergipe,"(-10.5740934, -37.3856581)",-10.5740934,-37.3856581,Latin America and Caribbean,0.034
BRA,Brazil,Sðo Paulo,"(-23.5671844, -46.7387185)",-23.5671844,-46.7387185,Latin America and Caribbean,0.012
BRA,Brazil,Tocantins,"(-10.17528, -48.2982474)",-10.17528,-48.2982474,Latin America and Caribbean,0.03
BTN,Bhutan,Bumthang,"(27.641839, 90.6773046)",27.641839,90.6773046,South Asia,0.042
BTN,Bhutan,Chukha,"(27.0784304, 89.4742177)",27.0784304,89.4742177,South Asia,0.121
BTN,Bhutan,Dagana,"(27.0322861, 89.8879304)",27.0322861,89.8879304,South Asia,0.222
BTN,Bhutan,Haa,"(27.2651669, 89.1705998)",27.2651669,89.1705998,South Asia,0.059
BTN,Bhutan,Lhuntse,"(27.8264989, 91.13530200000001)",27.8264989,91.135302,South Asia,0.151
BTN,Bhutan,Mongar,"(27.2617059, 91.28910359999999)",27.2617059,91.2891036,South Asia,0.165
BTN,Bhutan,Paro,"(27.428684, 89.41636539999999)",27.428684,89.4163654,South Asia,0.026
BTN,Bhutan,Pemagatshel,"(27.98785, 86.9250261)",27.98785,86.9250261,South Asia,0.128
BTN,Bhutan,Punakha,"(27.5920869, 89.87974589999999)",27.5920869,89.8797459,South Asia,0.088
BTN,Bhutan,Samdrup Jongkhar,"(26.8035682, 91.5039207)",26.8035682,91.5039207,South Asia,0.149
BTN,Bhutan,Samtse,"(27.0291832, 89.0561532)",27.0291832,89.0561532,South Asia,0.197
BTN,Bhutan,Sarpang,"(-2.5546618, 29.6035495)",-2.5546618,29.6035495,South Asia,0.102
BTN,Bhutan,Thimphu,"(27.4727924, 89.6392863)",27.4727924,89.6392863,South Asia,0.016
BTN,Bhutan,Trashigang,"(27.3325014, 91.55234349999999)",27.3325014,91.5523435,South Asia,0.132
BTN,Bhutan,Trashiyangtse,"(-20.3446313, 44.7006138)",-20.3446313,44.7006138,South Asia,0.121
BTN,Bhutan,Trongsa,"(27.5002269, 90.5080634)",27.5002269,90.5080634,South Asia,0.148
BTN,Bhutan,Tsirang,"(27.032207, 90.1869644)",27.032207,90.1869644,South Asia,0.196
BTN,Bhutan,Wangdi,"(27.4879018, 89.8996196)",27.4879018,89.8996196,South Asia,0.099
BTN,Bhutan,Zhemgang,"(27.076975, 90.8294002)",27.076975,90.8294002,South Asia,0.184
CAF,Central African Republic,Ombella-M'poko,"(5.1188825, 18.4276047)",5.1188825,18.4276047,Sub-Saharan Africa,0.403
CAF,Central African Republic,Lobaye,"(4.3525981, 17.4795173)",4.3525981,17.4795173,Sub-Saharan Africa,0.494
CAF,Central African Republic,Mambðrð-Kadði,"(8.154077, 123.258793)",8.154077,123.258793,Sub-Saharan Africa,0.497
CAF,Central African Republic,Sangha-Mbaðrð,"(15.341806, -84.6060449)",15.341806,-84.6060449,Sub-Saharan Africa,0.505
CAF,Central African Republic,Ouham,"(7.090910999999999, 17.668887)",7.090911,17.668887,Sub-Saharan Africa,0.533
CAF,Central African Republic,Ouaka,"(6.3168216, 20.7122465)",6.3168216,20.7122465,Sub-Saharan Africa,0.471
CAF,Central African Republic,Haute-Kotto,"(7.7964379, 23.3823545)",7.7964379,23.3823545,Sub-Saharan Africa,0.42
CAF,Central African Republic,Bamingui-Bangoran,"(8.2733455, 20.7122465)",8.2733455,20.7122465,Sub-Saharan Africa,0.364
CAF,Central African Republic,Basse-Kotto,"(4.8719319, 21.2845025)",4.8719319,21.2845025,Sub-Saharan Africa,0.544
CAF,Central African Republic,Mbomou,"(5.356142699999999, -3.9666402)",5.3561427,-3.9666402,Sub-Saharan Africa,0.491
CAF,Central African Republic,Haut-Mbomou,"(6.2537134, 25.4733554)",6.2537134,25.4733554,Sub-Saharan Africa,0.418
CAF,Central African Republic,Bangui,"(4.3946735, 18.5581899)",4.3946735,18.5581899,Sub-Saharan Africa,0.197
CHN,China,East,"(42.4708101, -92.35780319999999)",42.4708101,-92.3578032,East Asia and the Pacific,0.008
CHN,China,Central,"(29.70534, -95.5483893)",29.70534,-95.5483893,East Asia and the Pacific,0.013
CHN,China,West,"(35.86166, 104.195397)",35.86166,104.195397,East Asia and the Pacific,0.034
CIV,Cote d'Ivoire,Centre,"(-8.6529334, 117.3616476)",-8.6529334,117.3616476,Sub-Saharan Africa,0.359
CIV,Cote d'Ivoire,Centre-Nord,"(13.4540922, -16.6733441)",13.4540922,-16.6733441,Sub-Saharan Africa,0.322
CIV,Cote d'Ivoire,Nord,"(5.361844, -4.0231596)",5.361844,-4.0231596,Sub-Saharan Africa,0.477
CIV,Cote d'Ivoire,Nord-Est,"(5.308612999999999, -3.9468284)",5.308613,-3.9468284,Sub-Saharan Africa,0.374
CIV,Cote d'Ivoire,Nord-Ouest,"(7.702782699999999, -5.036833)",7.7027827,-5.036833,Sub-Saharan Africa,0.518
CIV,Cote d'Ivoire,Ouest,"(7.539988999999999, -5.547079999999999)",7.539989,-5.54708,Sub-Saharan Africa,0.38
CIV,Cote d'Ivoire,Sud-ouest,"(4.7459773, -6.6143386)",4.7459773,-6.6143386,Sub-Saharan Africa,0.394
CIV,Cote d'Ivoire,Ville d'Abidjan,"(5.3428333, -4.0264183)",5.3428333,-4.0264183,Sub-Saharan Africa,0.109
CMR,Cameroon,Adamaoua,"(6.9181954, 12.8054753)",6.9181954,12.8054753,Sub-Saharan Africa,0.269
CMR,Cameroon,Douala,"(4.0510564, 9.7678687)",4.0510564,9.7678687,Sub-Saharan Africa,0.024
CMR,Cameroon,Est,"(3.950512799999999, 13.914399)",3.9505128,13.914399,Sub-Saharan Africa,0.274
CMR,Cameroon,Littoral (sans Douala),"(4.0134386, 9.717007299999999)",4.0134386,9.7170073,Sub-Saharan Africa,0.091
CMR,Cameroon,Nord,"(8.580901299999999, 13.914399)",8.5809013,13.914399,Sub-Saharan Africa,0.458
CMR,Cameroon,Nord-Ouest,"(6.470373899999999, 10.439656)",6.4703739,10.439656,Sub-Saharan Africa,0.167
CMR,Cameroon,Ouest,"(5.4638158, 10.8000051)",5.4638158,10.8000051,Sub-Saharan Africa,0.146
CMR,Cameroon,Sud,"(2.7202832, 11.7068294)",2.7202832,11.7068294,Sub-Saharan Africa,0.131
CMR,Cameroon,Sud-Ouest,"(5.1573493, 9.367308399999999)",5.1573493,9.3673084,Sub-Saharan Africa,0.129
COD,"Congo, Democratic Republic of the",Kinshasa,"(-4.4419311, 15.2662931)",-4.4419311,15.2662931,Sub-Saharan Africa,0.102
COD,"Congo, Democratic Republic of the",Bandundu,"(-4.163679, 18.8076195)",-4.163679,18.8076195,Sub-Saharan Africa,0.435
COD,"Congo, Democratic Republic of the",Bas-Congo,"(-5.2365685, 13.914399)",-5.2365685,13.914399,Sub-Saharan Africa,0.393
COD,"Congo, Democratic Republic of the",Katanga,"(-8.8851145, 26.419389)",-8.8851145,26.419389,Sub-Saharan Africa,0.4
COD,"Congo, Democratic Republic of the",Maniema,"(-3.0730929, 26.0413889)",-3.0730929,26.0413889,Sub-Saharan Africa,0.409
COD,"Congo, Democratic Republic of the",Orientale,"(1.6406296, 26.419389)",1.6406296,26.419389,Sub-Saharan Africa,0.401
COD,"Congo, Democratic Republic of the",Sud-Kivu,"(-3.011658, 28.299435)",-3.011658,28.299435,Sub-Saharan Africa,0.462
COG,"Congo, Republic of",Kouilou,"(-4.1428413, 11.8891721)",-4.1428413,11.8891721,Sub-Saharan Africa,0.352
COG,"Congo, Republic of",Niari,"(5.430892099999999, 7.524724300000001)",5.4308921,7.5247243,Sub-Saharan Africa,0.238
COG,"Congo, Republic of",Pool,"(-3.7762628, 14.8454619)",-3.7762628,14.8454619,Sub-Saharan Africa,0.299
COG,"Congo, Republic of",Plateaux,"(-2.0680088, 15.4068079)",-2.0680088,15.4068079,Sub-Saharan Africa,0.357
COG,"Congo, Republic of",Cuvette,"(-0.2877446, 16.1580937)",-0.2877446,16.1580937,Sub-Saharan Africa,0.246
COG,"Congo, Republic of",Cuvette-Ouest,"(0.144755, 14.4723301)",0.144755,14.4723301,Sub-Saharan Africa,0.312
COG,"Congo, Republic of",Sangha,"(1.4662328, 15.4068079)",1.4662328,15.4068079,Sub-Saharan Africa,0.285
COG,"Congo, Republic of",Likouala,"(2.043924000000001, 17.668887)",2.043924,17.668887,Sub-Saharan Africa,0.304
COG,"Congo, Republic of",Brazzaville,"(18.8679349, -71.12255309999999)",18.8679349,-71.1225531,Sub-Saharan Africa,0.103
COG,"Congo, Republic of",Pointe-Noire,"(-4.7691623, 11.866362)",-4.7691623,11.866362,Sub-Saharan Africa,0.094
COL,Colombia,"Guajira, Cesar, Magdalena","(10.7582091, -72.8451323)",10.7582091,-72.8451323,Latin America and Caribbean,0.056
COL,Colombia,Barranquilla A. M.,"(11.0041072, -74.80698129999999)",11.0041072,-74.8069813,Latin America and Caribbean,0.009
COL,Colombia,"Atlantico, San Andres, Bolivar Norte","(12.5450153, -81.7075787)",12.5450153,-81.7075787,Latin America and Caribbean,0.012
COL,Colombia,"Bolivar Sur, Sucre, Cordoba","(8.5705151, 8.3088441)",8.5705151,8.3088441,Latin America and Caribbean,0.061
COL,Colombia,Santanderes,"(6.6437076, -73.65362089999999)",6.6437076,-73.6536209,Latin America and Caribbean,0.022
COL,Colombia,"Boyaca, Cmarca, Meta","(17.2317561, -13.1740348)",17.2317561,-13.1740348,Latin America and Caribbean,0.018
COL,Colombia,Medellin A.M.,"(6.244203, -75.5812119)",6.244203,-75.5812119,Latin America and Caribbean,0.005
COL,Colombia,Antioquia Sin Medellin,"(6.244203, -75.5812119)",6.244203,-75.5812119,Latin America and Caribbean,0.037
COL,Colombia,Cali A.M.,"(3.4516467, -76.5319854)",3.4516467,-76.5319854,Latin America and Caribbean,0.005
COL,Colombia,Litoral Pacifico,"(5.2954172, -3.9835142)",5.2954172,-3.9835142,Latin America and Caribbean,0.059
COL,Colombia,Bogota,"(13.4595508, -15.5401101)",13.4595508,-15.5401101,Latin America and Caribbean,0.003
COL,Colombia,Orinoquia Y Amazonia,"(49.2647481, -122.7471312)",49.2647481,-122.7471312,Latin America and Caribbean,0.028
COM,Comoros,Mwali (Mohðli),"(13.4929172, -16.0904721)",13.4929172,-16.0904721,Sub-Saharan Africa,0.213
COM,Comoros,Ngazidja (Grande Comore),"(-17.1927361, -70.93281379999999)",-17.1927361,-70.9328138,Sub-Saharan Africa,0.116
DJI,Djibouti,Djibouti,"(11.825138, 42.590275)",11.825138,42.590275,Arab States,0.125
DOM,Dominican Republic,Cibao Noroeste,"(4.695135, 96.7493993)",4.695135,96.7493993,Latin America and Caribbean,0.047
DOM,Dominican Republic,Cibao Norte,"(18.8679349, -71.12255309999999)",18.8679349,-71.1225531,Latin America and Caribbean,0.028
DOM,Dominican Republic,Cibao Sur,"(18.8679349, -71.12255309999999)",18.8679349,-71.1225531,Latin America and Caribbean,0.03
DOM,Dominican Republic,Del Yuma,"(18.4296612, -68.67525499999999)",18.4296612,-68.675255,Latin America and Caribbean,0.039
DOM,Dominican Republic,El Valle,"(18.9771643, -69.37863829999999)",18.9771643,-69.3786383,Latin America and Caribbean,0.078
DOM,Dominican Republic,Enriquillo,"(18.4787964, -71.59613279999999)",18.4787964,-71.5961328,Latin America and Caribbean,0.055
DOM,Dominican Republic,Higuamo,"(18.4901651, -69.9602108)",18.4901651,-69.9602108,Latin America and Caribbean,0.043
DOM,Dominican Republic,Metropolitana,"(18.4870314, -69.93797239999999)",18.4870314,-69.9379724,Latin America and Caribbean,0.028
DOM,Dominican Republic,Valdesia,"(18.41386, -70.277748)",18.41386,-70.277748,Latin America and Caribbean,0.04
ECU,Ecuador,Mountains,"(-1.4693018, -78.8169396)",-1.4693018,-78.8169396,Latin America and Caribbean,0.014
ECU,Ecuador,Coast,"(34.352865, 62.20402869999999)",34.352865,62.2040287,Latin America and Caribbean,0.01
ECU,Ecuador,Amazon,"(-3.4653053, -62.21588049999999)",-3.4653053,-62.2158805,Latin America and Caribbean,0.046
ECU,Ecuador,Galapagos Island,"(-0.2051725, -78.4896935)",-0.2051725,-78.4896935,Latin America and Caribbean,0.003
EGY,Egypt,Cairo,"(30.0444196, 31.2357116)",30.0444196,31.2357116,Arab States,0.006
EGY,Egypt,Alexandria,"(31.2000924, 29.9187387)",31.2000924,29.9187387,Arab States,0.004
EGY,Egypt,Port Said,"(10.9691601, 20.7122465)",10.9691601,20.7122465,Arab States,0.003
EGY,Egypt,Suez,"(29.9668343, 32.5498069)",29.9668343,32.5498069,Arab States,0.008
EGY,Egypt,Damietta,"(31.4175388, 31.81444339999999)",31.4175388,31.8144434,Arab States,0.011
EGY,Egypt,Dakahlia,"(31.0832017, 31.4913182)",31.0832017,31.4913182,Arab States,0.005
EGY,Egypt,Kalyubia,"(30.3292368, 31.2168466)",30.3292368,31.2168466,Arab States,0.005
EGY,Egypt,Kafr El-Sheikh,"(31.1063198, 30.9419751)",31.1063198,30.9419751,Arab States,0.006
EGY,Egypt,Gharbia,"(10.911057, -84.3172642)",10.911057,-84.3172642,Arab States,0.006
EGY,Egypt,Menoufia,"(41.26666669999999, 69.21666669999999)",41.2666667,69.2166667,Arab States,0.008
EGY,Egypt,Behera,"(30.8480986, 30.3435506)",30.8480986,30.3435506,Arab States,0.012
EGY,Egypt,Ismailia,"(30.5964923, 32.2714587)",30.5964923,32.2714587,Arab States,0.009
EGY,Egypt,Giza,"(30.0130557, 31.2088526)",30.0130557,31.2088526,Arab States,0.018
EGY,Egypt,Beni Suef,"(29.0661274, 31.0993845)",29.0661274,31.0993845,Arab States,0.017
EGY,Egypt,Fayoum,"(29.3084021, 30.8428497)",29.3084021,30.8428497,Arab States,0.022
EGY,Egypt,Menya,"(28.0870967, 30.7618397)",28.0870967,30.7618397,Arab States,0.022
EGY,Egypt,Assuit,"(27.1783117, 31.1859257)",27.1783117,31.1859257,Arab States,0.038
EGY,Egypt,Souhag,"(26.5590737, 31.6956705)",26.5590737,31.6956705,Arab States,0.035
EGY,Egypt,Qena,"(26.155061, 32.7160121)",26.155061,32.7160121,Arab States,0.015
EGY,Egypt,Aswan,"(24.088938, 32.8998293)",24.088938,32.8998293,Arab States,0.013
EGY,Egypt,Luxor,"(25.6872431, 32.6396357)",25.6872431,32.6396357,Arab States,0.015
EGY,Egypt,Red Sea,"(25.1076838, 33.7964613)",25.1076838,33.7964613,Arab States,0.015
EGY,Egypt,New Valley,"(24.5455638, 27.1735316)",24.5455638,27.1735316,Arab States,0.003
EGY,Egypt,Matroh,"(6.829501899999999, -9.367308399999999)",6.8295019,-9.3673084,Arab States,0.036
ETH,Ethiopia,Tigray,"(14.0323336, 38.3165725)",14.0323336,38.3165725,Sub-Saharan Africa,0.537
ETH,Ethiopia,Affar,"(11.7559388, 40.958688)",11.7559388,40.958688,Sub-Saharan Africa,0.663
ETH,Ethiopia,Amhara,"(11.3494247, 37.9784585)",11.3494247,37.9784585,Sub-Saharan Africa,0.588
ETH,Ethiopia,Oromiya,"(7.546037699999999, 40.6346851)",7.5460377,40.6346851,Sub-Saharan Africa,0.592
ETH,Ethiopia,Somali,"(6.6612293, 43.7908453)",6.6612293,43.7908453,Sub-Saharan Africa,0.647
ETH,Ethiopia,Benishangul-Gumuz,"(10.7802889, 35.5657862)",10.7802889,35.5657862,Sub-Saharan Africa,0.584
ETH,Ethiopia,"Southern Nations, Nationalities, and People's Region","(6.5156911, 36.954107)",6.5156911,36.954107,Sub-Saharan Africa,0.574
ETH,Ethiopia,Gambela,"(8.2471899, 34.5915966)",8.2471899,34.5915966,Sub-Saharan Africa,0.474
ETH,Ethiopia,Harari,"(9.314866, 42.1967716)",9.314866,42.1967716,Sub-Saharan Africa,0.333
ETH,Ethiopia,Addis Ababa,"(8.9806034, 38.7577605)",8.9806034,38.7577605,Sub-Saharan Africa,0.085
ETH,Ethiopia,Dire Dawa,"(9.6008747, 41.850142)",9.6008747,41.850142,Sub-Saharan Africa,0.338
