,Partner ID,Field Partner Name,sector,Loan Theme ID,Loan Theme Type,country,forkiva,region,ISO,number,amount,LocationName,geocode,names,geo,lat,lon,mpi_region,mpi_geo,rural_pct
43,9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Svay Reang Province,KHM,571,236425,"Svay Reang Province, Cambodia","[(11.142722, 105.8290298)]",Svay Rieng Province; Cambodia,"(11.142722, 105.8290298)",11.142722,105.8290298,"Svay Rieng, Cambodia","(11.142722, 105.8290298)",90.0
44,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Takeo province,KHM,1,750,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90.0
45,9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Takeo province,KHM,1698,687600,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90.0
46,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Takeo province,KHM,222,221000,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90.0
47,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Takeo province,KHM,24,34875,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90.0
48,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000006TkWH,Underserved,Cambodia,No,Takeo province,KHM,4,2000,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90.0
49,9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Tbong Khmum Province,KHM,959,399025,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90.0
50,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Tbong Khmum Province,KHM,5,350,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90.0
51,9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Tbong Khmum Province,KHM,22,43675,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90.0
450,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Bela-Vista, Maputo",MOZ,126,43475,"Bela-Vista, Maputo, Mozambique","[(-26.3450531, 32.6701267)]",Bela Vista; MatutuÍ_ne District; Maputo Province; Mozambique,"(-26.3450531, 32.6701267)",-26.3450531,32.6701267,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
451,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Bela-Vista, Maputo",MOZ,2,1025,"Bela-Vista, Maputo, Mozambique","[(-26.3450531, 32.6701267)]",Bela Vista; MatutuÍ_ne District; Maputo Province; Mozambique,"(-26.3450531, 32.6701267)",-26.3450531,32.6701267,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
452,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHS,Agriculture,Mozambique,No,"Bela-Vista, Maputo",MOZ,1,225,"Bela-Vista, Maputo, Mozambique","[(-26.3450531, 32.6701267)]",Bela Vista; MatutuÍ_ne District; Maputo Province; Mozambique,"(-26.3450531, 32.6701267)",-26.3450531,32.6701267,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
453,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Boane, Maputo",MOZ,24,13925,"Boane, Maputo, Mozambique","[(-26.1128936, 32.3107517)]",Boane District; Maputo Province; Mozambique,"(-26.1128936, 32.3107517)",-26.112893600000003,32.3107517,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
454,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Boane, Maputo",MOZ,740,352100,"Boane, Maputo, Mozambique","[(-26.1128936, 32.3107517)]",Boane District; Maputo Province; Mozambique,"(-26.1128936, 32.3107517)",-26.112893600000003,32.3107517,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
455,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHS,Agriculture,Mozambique,No,"Boane, Maputo",MOZ,1,150,"Boane, Maputo, Mozambique","[(-26.1128936, 32.3107517)]",Boane District; Maputo Province; Mozambique,"(-26.1128936, 32.3107517)",-26.112893600000003,32.3107517,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
456,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,"Boane, Maputo",MOZ,5,9875,"Boane, Maputo, Mozambique","[(-26.1128936, 32.3107517)]",Boane District; Maputo Province; Mozambique,"(-26.1128936, 32.3107517)",-26.112893600000003,32.3107517,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
457,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Catembe, Maputo",MOZ,104,50875,"Catembe, Maputo, Mozambique","[(-26.003799, 32.557362)]",Catembe; Maputo; Mozambique,"(-26.003799, 32.557362)",-26.003799,32.557362,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
458,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Catembe, Maputo",MOZ,3,1500,"Catembe, Maputo, Mozambique","[(-26.003799, 32.557362)]",Catembe; Maputo; Mozambique,"(-26.003799, 32.557362)",-26.003799,32.557362,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
459,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,"Catembe, Maputo",MOZ,1,4450,"Catembe, Maputo, Mozambique","[(-26.003799, 32.557362)]",Catembe; Maputo; Mozambique,"(-26.003799, 32.557362)",-26.003799,32.557362,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
463,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHS,Agriculture,Mozambique,No,Magude,MOZ,1,250,"Magude, Mozambique","[(-25.0109742, 32.6390489)]",Magude; Magude; Gaza Province; Mozambique,"(-25.0109742, 32.6390489)",-25.0109742,32.6390489,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
464,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,Magude,MOZ,103,33500,"Magude, Mozambique","[(-25.0109742, 32.6390489)]",Magude; Magude; Gaza Province; Mozambique,"(-25.0109742, 32.6390489)",-25.0109742,32.6390489,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
465,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,ManhiÍ_a,MOZ,10,3350,"ManhiÍ_a, Mozambique","[(-25.2739709, 32.8084496)]",Manhica; Maputo Province; Mozambique,"(-25.2739709, 32.8084496)",-25.2739709,32.8084496,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
466,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,ManhiÍ_a,MOZ,3,3775,"ManhiÍ_a, Mozambique","[(-25.2739709, 32.8084496)]",Manhica; Maputo Province; Mozambique,"(-25.2739709, 32.8084496)",-25.2739709,32.8084496,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
467,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Marracuene, Maputo",MOZ,115,59875,"Marracuene, Maputo, Mozambique","[(-25.739376, 32.6743638)]",Marracuene District; Marracuene; Maputo Province; Mozambique,"(-25.739376, 32.6743638)",-25.739376,32.6743638,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
468,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Marracuene, Maputo",MOZ,2,1075,"Marracuene, Maputo, Mozambique","[(-25.739376, 32.6743638)]",Marracuene District; Marracuene; Maputo Province; Mozambique,"(-25.739376, 32.6743638)",-25.739376,32.6743638,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
469,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,"Marracuene, Maputo",MOZ,3,5225,"Marracuene, Maputo, Mozambique","[(-25.739376, 32.6743638)]",Marracuene District; Marracuene; Maputo Province; Mozambique,"(-25.739376, 32.6743638)",-25.739376,32.6743638,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
470,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Moamba, Maputo",MOZ,13,12600,"Moamba, Maputo, Mozambique","[(-25.5994209, 32.2370271)]",Moamba; Moamba; Maputo Province; Mozambique,"(-25.5994209, 32.2370271)",-25.5994209,32.2370271,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
471,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,"Moamba, Maputo",MOZ,5,14200,"Moamba, Maputo, Mozambique","[(-25.5994209, 32.2370271)]",Moamba; Moamba; Maputo Province; Mozambique,"(-25.5994209, 32.2370271)",-25.5994209,32.2370271,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
472,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Moamba, Maputo",MOZ,185,77575,"Moamba, Maputo, Mozambique","[(-25.5994209, 32.2370271)]",Moamba; Moamba; Maputo Province; Mozambique,"(-25.5994209, 32.2370271)",-25.5994209,32.2370271,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
473,23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,Namaacha,MOZ,243,110275,"Namaacha, Mozambique","[(-25.9870887, 32.0326019)]",Naamacha; Namaacha; Maputo Province; Mozambique,"(-25.9870887, 32.0326019)",-25.9870887,32.0326019,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
474,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,Namaacha,MOZ,6,12975,"Namaacha, Mozambique","[(-25.9870887, 32.0326019)]",Naamacha; Namaacha; Maputo Province; Mozambique,"(-25.9870887, 32.0326019)",-25.9870887,32.0326019,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
475,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,Namaacha,MOZ,7,4075,"Namaacha, Mozambique","[(-25.9870887, 32.0326019)]",Naamacha; Namaacha; Maputo Province; Mozambique,"(-25.9870887, 32.0326019)",-25.9870887,32.0326019,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
476,23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHN,SME,Mozambique,No,Ponta D'Ouro,MOZ,2,11775,"Ponta D'Ouro, Mozambique","[(-26.8427388, 32.8859972)]",Ponta do Ouro; MatutuÍ_ne District; Maputo Province; Mozambique,"(-26.8427388, 32.8859972)",-26.842738800000006,32.8859972,"Maputo Cidade, Mozambique","(-25.891968, 32.6051351)",85.0
